Cartório,Qtd. Nascimentos informados por arquivo,Qtd. Casamentos informados por arquivo,Qtd. Óbitos informados por arquivo,Qtd. Nascimentos informados on-line,Qtd. Casamentos informados on-line,Qtd. Óbitos informados on-line,Qtd. Nascimentos informados por outros meios,Qtd. Casamentos informados por outros meios,Qtd. Óbitos informados por outros meios,Qtd. Nascimentos informados pelo SISOBI,Qtd. Casamentos informados pelo SISOBI,Qtd. Óbitos informados pelo SISOBI
69708,40,0,8,2,0,1,0,0,0,0,0,0
69716,633,261,261,0,0,0,0,0,0,0,0,0
69724,194,0,43,0,0,0,0,0,0,0,0,0
69732,237,32,101,52,13,16,0,0,0,0,0,0
69740,0,0,0,21,0,22,0,0,0,0,0,0
69765,76,0,27,0,0,0,0,0,0,0,0,0
69773,748,0,8195,1,0,9,0,0,0,0,0,0
69781,44,0,29,0,0,0,0,0,0,0,0,0
69799,92,0,23,5,0,0,0,0,0,0,0,0
69807,432,190,121,0,0,1,0,0,0,0,0,0
69815,380,206,96,0,0,2,0,0,0,0,0,0
69823,22,0,15,84,0,44,0,0,0,0,0,0
69831,404,127,168,0,0,1,0,0,0,0,0,0
69849,59,0,11,0,0,0,0,0,0,0,0,0
69864,38,0,23,6,0,0,0,0,0,0,0,0
69872,61,0,28,5,0,0,0,0,0,0,0,0
69880,109,0,29,0,0,1,0,0,0,0,0,0
69898,84,0,39,0,0,0,0,0,0,0,0,0
69906,73,0,3,270,0,24,0,0,0,0,0,0
69914,75,0,51,8,0,6,0,0,0,0,0,0
69922,0,0,0,134,0,78,0,0,0,0,0,0
69930,270,0,37,0,0,2,0,0,0,0,0,0
69948,61,0,18,0,0,0,0,0,0,0,0,0
69955,67,0,16,14,0,4,0,0,0,0,0,0
69963,353,219,199,0,0,0,0,0,0,0,0,0
69971,42,0,18,0,0,0,0,0,0,0,0,0
69989,243,177,53,0,0,0,0,0,0,0,0,0
69997,128,0,34,0,0,5,0,0,0,0,0,0
70003,107,0,38,0,0,0,0,0,0,0,0,0
70011,164,24,68,9,1,5,0,0,0,0,0,0
70029,187,0,75,3,0,0,0,0,0,0,0,0
70037,81,0,8,0,0,0,0,0,0,0,0,0
70045,86,0,30,5,0,4,0,0,0,0,0,0
70052,816,374,385,25,40,51,0,0,0,0,0,0
70094,1080,343,519,36,17,17,0,0,0,0,0,0
70102,64,0,16,0,0,11,0,0,0,0,0,0
70128,116,0,40,43,0,10,0,0,0,0,0,0
70136,159,0,62,0,0,3,0,0,0,0,0,0
70144,181,0,36,0,0,0,0,0,0,0,0,0
70151,79,0,27,0,0,0,0,0,0,0,0,0
70201,85,0,16,0,0,0,0,0,0,0,0,0
70219,18,0,10,17,0,10,0,0,0,0,0,0
70227,0,0,0,7,0,2,0,0,0,0,0,0
70243,54,0,13,0,0,1,0,0,0,0,0,0
70250,19,0,12,0,0,0,0,0,0,0,0,0
70268,0,0,0,42,0,15,0,0,0,0,0,0
70276,87,0,43,0,0,0,0,0,0,0,0,0
70284,36,0,0,0,0,0,0,0,0,0,0,0
70292,127,0,33,0,0,0,0,0,0,0,0,0
70300,77,0,20,0,0,1,0,0,0,0,0,0
70318,19,0,0,1,0,0,0,0,0,0,0,0
70334,10,0,14,0,0,0,0,0,0,0,0,0
70342,16,0,8,19,0,9,0,0,0,0,0,0
70359,27,0,6,9,0,5,0,0,0,0,0,0
70367,94,0,58,0,0,0,0,0,0,0,0,0
70375,50,0,20,1,0,1,0,0,0,0,0,0
70383,28,0,0,25,0,17,0,0,0,0,0,0
70391,902,0,37,0,0,0,0,0,0,0,0,0
70409,838,0,93,113,0,11,0,0,0,0,0,0
70417,651,0,192,104,0,50,0,0,0,0,0,0
70425,16,0,3,1,0,0,0,0,0,0,0,0
70433,104,0,23,1,0,1,0,0,0,0,0,0
70557,38,0,2,0,0,0,0,0,0,0,0,0
70565,637,320,172,0,0,0,0,0,0,0,0,0
70573,66,0,24,22,0,12,0,0,0,0,0,0
70581,335,221,102,1,0,11,0,0,0,0,0,0
70599,474,199,164,45,14,7,0,0,0,0,0,0
70607,163,0,51,22,0,9,0,0,0,0,0,0
70615,400,119,249,66,25,41,0,0,0,0,0,0
70623,468,430,132,21,1,11,0,0,0,0,0,0
70631,351,192,64,0,0,53,0,0,0,0,0,0
70649,257,144,162,16,7,32,0,0,0,0,0,0
70656,0,0,0,47,0,29,0,0,0,0,0,0
70664,0,0,0,116,0,44,0,0,0,0,0,0
70672,77,93,17,0,0,0,0,0,0,0,0,0
70680,0,0,1,0,0,0,0,0,0,0,0,0
70698,357,105,231,108,51,53,0,0,0,0,0,0
70706,457,208,311,0,1,0,0,0,0,0,0,0
70714,163,0,72,0,0,0,0,0,0,0,0,0
70722,105,0,23,0,0,0,0,0,0,0,0,0
70730,330,275,385,0,0,0,0,0,0,0,0,0
70748,1415,681,901,17,35,14,0,0,0,0,0,0
70755,759,352,266,1,0,4,0,0,0,0,0,0
70763,80,0,17,0,0,1,0,0,0,0,0,0
70771,185,0,76,0,0,3,0,0,0,0,0,0
70789,2398,751,1464,0,0,0,0,0,0,0,0,0
70797,476,133,194,2,0,0,0,0,0,0,0,0
70805,415,226,189,34,9,10,0,0,0,0,0,0
70813,250,0,54,0,0,0,0,0,0,0,0,0
70821,449,188,193,58,24,34,0,0,0,0,0,0
70839,248,0,125,0,0,0,0,0,0,0,0,0
70847,274,0,115,11,0,10,0,0,0,0,0,0
70854,1,0,1,7,0,7,0,0,0,0,0,0
70862,86,0,24,0,0,0,0,0,0,0,0,0
70870,155,0,66,0,0,0,0,0,0,0,0,0
70888,55,0,13,5,0,0,0,0,0,0,0,0
70896,43,0,44,0,0,0,0,0,0,0,0,0
70904,458,250,148,0,0,0,0,0,0,0,0,0
70912,119,0,40,0,0,6,0,0,0,0,0,0
70920,21,0,7,44,0,12,0,0,0,0,0,0
70938,98,0,29,0,0,0,0,0,0,0,0,0
70946,244,0,47,10,0,3,0,0,0,0,0,0
70953,53,0,35,3,0,0,0,0,0,0,0,0
70961,76,0,27,4,0,2,0,0,0,0,0,0
70979,21,0,6,0,0,0,0,0,0,0,0,0
70987,108,0,46,0,0,1,0,0,0,0,0,0
70995,4,0,2,0,0,0,0,0,0,0,0,0
71001,431,220,118,0,0,0,0,0,0,0,0,0
71019,171,206,45,16,29,4,0,0,0,0,0,0
71027,52,0,19,0,0,0,0,0,0,0,0,0
71035,14,0,13,0,0,0,0,0,0,0,0,0
71043,8,0,2,1,0,0,0,0,0,0,0,0
71050,1,0,4,0,0,0,0,0,0,0,0,0
71068,68,23,17,5,2,1,0,0,0,0,0,0
71076,0,0,0,135,0,29,0,0,0,0,0,0
71084,48,0,41,3,0,8,0,0,0,0,0,0
71092,226,0,55,0,0,0,0,0,0,0,0,0
71100,90,0,37,1,0,2,0,0,0,0,0,0
71118,46,0,15,0,0,0,0,0,0,0,0,0
71126,86,0,40,11,0,4,0,0,0,0,0,0
71134,16,0,2,190,0,55,0,0,0,0,0,0
71142,139,0,39,0,0,0,0,0,0,0,0,0
71159,447,0,114,16,0,18,0,0,0,0,0,0
71167,256,71,90,53,17,25,0,0,0,0,0,0
71175,307,0,90,0,0,9,0,0,0,0,0,0
71183,259,0,74,4,0,5,0,0,0,0,0,0
71191,298,0,62,27,0,4,0,0,0,0,0,0
71209,49,0,19,79,0,30,0,0,0,0,0,0
71217,239,0,62,8,0,2,0,0,0,0,0,0
71225,61,44,24,0,0,0,0,0,0,0,0,0
71233,86,0,34,0,0,0,0,0,0,0,0,0
71241,146,0,40,8,0,0,0,0,0,0,0,0
71258,162,0,71,15,0,7,0,0,0,0,0,0
71266,287,143,218,0,0,1,0,0,0,0,0,0
71308,37,0,23,0,0,0,0,0,0,0,0,0
71316,771,448,417,0,0,0,0,0,0,0,0,0
71324,0,0,0,22,0,6,0,0,0,0,0,0
71332,0,0,0,59,0,44,0,0,0,0,0,0
71415,289,0,90,0,0,0,0,0,0,0,0,0
71423,57,0,17,0,0,0,0,0,0,0,0,0
71464,2,0,0,276,0,33,0,0,0,0,0,0
71472,386,164,140,0,1,11,0,0,0,0,0,0
71480,129,0,77,0,0,0,0,0,0,0,0,0
71498,224,54,74,0,0,0,0,0,0,0,0,0
71514,36,0,14,0,0,0,0,0,0,0,0,0
71530,298,206,153,29,7,13,0,0,0,0,0,0
71571,190,0,34,4,0,3,0,0,0,0,0,0
71589,0,0,0,32,0,4,0,0,0,0,0,0
71621,69,0,16,1,0,0,0,0,0,0,0,0
71639,298,0,73,1,0,0,0,0,0,0,0,0
71647,32,0,4,0,0,0,0,0,0,0,0,0
71688,55,0,7,3,0,2,0,0,0,0,0,0
71696,44,0,11,41,0,64,0,0,0,0,0,0
71712,302,0,158,1,0,0,0,0,0,0,0,0
71738,47,0,8,0,0,0,0,0,0,0,0,0
71753,737,384,460,2,0,7,0,0,0,0,0,0
71761,815,302,279,0,0,0,0,0,0,0,0,0
71779,143,0,49,10,0,4,0,0,0,0,0,0
71803,853,106,262,0,0,1,0,0,0,0,0,0
71845,1777,0,22,0,0,1,0,0,0,0,0,0
71852,47,0,15,0,0,0,0,0,0,0,0,0
71860,0,0,0,106,0,41,0,0,0,0,0,0
71886,298,0,104,38,0,14,0,0,0,0,0,0
71894,44,0,21,0,0,1,0,0,0,0,0,0
71910,128,53,62,0,0,0,0,0,0,0,0,0
71928,86,0,30,6,0,2,0,0,0,0,0,0
71951,590,441,143,0,0,0,0,0,0,0,0,0
71993,53,0,15,0,0,0,0,0,0,0,0,0
72009,225,0,119,7,0,5,0,0,0,0,0,0
72033,0,0,0,67,0,29,0,0,0,0,0,0
72041,2084,995,2145,0,0,6,0,0,0,0,0,0
72082,136,0,36,0,0,0,0,0,0,0,0,0
72140,155,113,70,18,13,9,0,0,0,0,0,0
72181,175,0,52,11,0,10,0,0,0,0,0,0
72199,65,0,6,4,0,2,0,0,0,0,0,0
72215,255,0,61,0,0,0,0,0,0,0,0,0
72223,539,0,112,19,0,13,0,0,0,0,0,0
72231,207,0,50,10,0,8,0,0,0,0,0,0
72249,2928,0,5675,0,0,0,0,0,0,0,0,0
72256,2057,0,192,0,0,0,0,0,0,0,0,0
72272,54,0,30,30,0,21,0,0,0,0,0,0
72280,100,0,28,0,0,0,0,0,0,0,0,0
72298,18,0,3,1,0,0,0,0,0,0,0,0
72306,0,0,0,189,0,38,0,0,0,0,0,0
72322,4,0,0,28,0,58,0,0,0,0,0,0
72330,141,0,20,3,0,15,0,0,0,0,0,0
72355,105,0,58,0,0,0,0,0,0,0,0,0
72363,65,0,19,0,0,1,0,0,0,0,0,0
72371,142,0,56,3,0,6,0,0,0,0,0,0
72389,48,0,30,98,0,42,0,0,0,0,0,0
72413,416,277,98,0,0,2,0,0,0,0,0,0
72421,5330,0,1862,365,0,134,0,0,0,0,0,0
72439,209,0,77,0,0,0,0,0,0,0,0,0
72447,133,0,62,66,0,76,0,0,0,0,0,0
72462,0,0,0,91,0,25,0,0,0,0,0,0
72512,428,0,112,0,0,7,0,0,0,0,0,0
72538,246,0,63,0,0,0,0,0,0,0,0,0
72561,1848,692,1472,0,0,2,0,0,0,0,0,0
72629,0,0,0,72,0,29,0,0,0,0,0,0
72637,66,0,34,0,0,0,0,0,0,0,0,0
72678,122,0,87,18,0,30,0,0,0,0,0,0
72710,7095,9358,2935,0,0,1,0,0,0,0,0,1352
72736,476,0,197,0,0,0,0,0,0,0,0,0
72850,633,140,307,0,0,0,0,0,0,0,0,0
72868,1308,677,431,0,0,0,0,0,0,0,0,0
72876,0,0,0,184,0,34,0,0,0,0,0,0
72884,125,0,25,38,0,14,0,0,0,0,0,0
72918,55,0,10,1,0,2,0,0,0,0,0,0
72991,105,0,43,2,0,2,0,0,0,0,0,0
73007,205,2,44,0,0,8,0,0,0,0,0,0
73080,263,211,98,0,0,0,0,0,0,0,0,0
73098,70,0,17,1,0,0,0,0,0,0,0,0
73106,2682,0,855,0,0,0,0,0,0,0,0,0
73114,1239,505,570,3,1,2,0,0,0,0,0,0
73148,292,87,158,128,56,53,0,0,0,0,0,0
73155,298,27,53,0,0,40,0,0,0,0,0,0
73171,307,94,106,0,0,0,0,0,0,0,0,0
73189,675,427,645,1,0,21,0,0,0,0,0,0
73197,210,0,10,0,0,0,0,0,0,0,0,0
73205,206,0,63,26,0,5,0,0,0,0,0,0
73213,162,0,98,0,0,3,0,0,0,0,0,0
73239,510,112,179,50,16,12,0,0,0,0,0,0
73247,418,86,170,30,5,23,0,0,0,0,0,0
73254,108,0,25,0,0,0,0,0,0,0,0,0
73262,879,299,598,9,0,10,0,0,0,0,0,0
73270,725,440,280,11,1,14,0,0,0,0,0,0
73288,113,0,40,25,0,13,0,0,0,0,0,0
73296,386,66,143,0,0,0,0,0,0,0,0,0
73304,116,0,29,5,0,32,0,0,0,0,0,0
73312,96,0,52,8,0,6,0,0,0,0,0,0
73353,393,0,150,0,0,0,0,0,0,0,0,0
73361,1877,0,628,1,0,0,0,0,0,0,0,0
73387,235,0,72,3,0,1,0,0,0,0,0,0
73395,152,0,57,0,0,2,0,0,0,0,0,0
73411,4,0,2,68,0,37,0,0,0,0,0,0
73429,1061,252,336,0,0,50,0,0,0,0,0,0
73478,2792,1683,2461,0,0,0,0,0,0,0,0,0
73866,12,24,0,0,0,84,0,0,0,0,0,0
73874,294,77,120,1,0,1,0,0,0,0,0,0
73890,11740,3143,5573,0,0,0,0,0,0,0,0,0
73957,56,23,0,0,0,75,0,0,0,0,0,0
74088,253,87,131,0,0,3,0,0,0,0,0,0
74104,3326,1404,2987,0,0,0,0,0,0,0,0,0
74112,136,3,1101,0,0,0,0,0,0,0,0,0
74120,685,58,57,474,126,239,0,0,0,0,0,0
74138,1448,526,1213,0,0,0,0,0,0,0,0,0
74146,407,100,238,0,0,0,0,0,0,0,0,0
74161,183,46,95,53,11,27,0,0,0,0,0,0
74179,39,3,20,30,6,10,0,0,0,0,0,0
74187,431,127,5,0,0,208,0,0,0,0,0,0
74195,8708,2452,7543,0,0,0,0,0,0,0,0,0
74203,1748,367,879,0,0,0,0,0,0,0,0,0
74211,4429,2169,682,0,0,0,0,0,0,0,0,0
74229,477,117,104,0,0,0,0,0,0,0,0,0
74237,429,124,170,143,32,35,0,0,0,0,0,0
74245,3557,644,778,0,0,0,0,0,0,0,0,0
74252,529,176,233,0,0,0,0,0,0,0,0,0
74260,430,539,428,0,0,0,0,0,0,0,0,0
74286,70,2,0,69,17,10,0,0,0,0,0,0
74294,110,43,16,0,0,0,0,0,0,0,0,0
74302,211,159,108,411,55,60,0,0,0,0,0,0
74310,96,30,67,85,16,65,0,0,0,0,0,0
74328,0,11,0,1304,1028,378,0,0,0,0,0,0
74336,641,155,147,53,28,30,0,0,0,0,0,0
74344,1497,205,1385,0,0,0,0,0,0,0,0,0
74351,1890,519,480,2,0,0,0,0,0,0,0,0
74369,8491,634,1434,0,0,0,0,0,0,0,0,0
74377,72,0,0,4,4,14,0,0,0,0,0,0
74385,15,44,6,0,0,0,0,0,0,0,0,0
74393,1009,255,326,0,0,0,0,0,0,0,0,0
74401,559,179,248,0,0,0,0,0,0,0,0,0
74419,401,49,58,0,0,11,0,0,0,0,0,0
74427,55,11,9,1,0,0,0,0,0,0,0,0
74435,2088,1216,1030,0,0,0,0,0,0,0,0,0
74443,48,78,29,19,14,5,0,0,0,0,0,0
74450,0,1,0,0,0,2,0,0,0,0,0,0
74468,713,217,165,0,0,0,0,0,0,0,0,0
74476,349,13,13,0,0,0,0,0,0,0,0,0
74484,584,253,94,0,0,0,0,0,0,0,0,0
74492,482,239,51,0,0,0,0,0,0,0,0,0
74500,96,85,62,0,0,0,0,0,0,0,0,0
74518,945,585,448,0,0,0,0,0,0,0,0,0
74526,8859,4086,3633,0,0,0,0,0,0,0,0,0
74534,452,93,325,0,0,0,0,0,0,0,0,0
74542,1318,226,68,0,0,90,0,0,0,0,0,0
74559,581,230,183,0,0,0,0,0,0,0,0,0
74567,102,58,24,0,1,0,0,0,0,0,0,0
74575,328,152,133,0,1,0,0,0,0,0,0,0
74583,0,122,44,0,0,0,0,0,0,0,0,0
74591,293,83,60,25,25,8,0,0,0,0,0,0
74609,90,31,9,3,0,17,0,0,0,0,0,0
74617,2917,1285,1035,0,0,0,0,0,0,0,0,0
74625,792,240,220,5,0,24,0,0,0,0,0,0
74633,189,82,51,0,0,1,0,0,0,0,0,0
74641,175,86,18,0,0,0,0,0,0,0,0,0
74658,277,171,100,0,0,0,0,0,0,0,0,0
74666,87,43,22,5,5,2,0,0,0,0,0,0
74674,453,89,28,0,0,0,0,0,0,0,0,0
74682,160,66,42,0,0,0,0,0,0,0,0,0
74690,4,14,0,0,0,0,0,0,0,0,0,0
74708,92,73,71,2,0,0,0,0,0,0,0,0
74716,2304,688,1373,634,198,278,0,0,0,0,0,0
74724,0,27,0,0,0,0,0,0,0,0,0,0
74757,785,319,99,0,0,1,0,0,0,0,0,0
74765,10,0,0,113,28,36,0,0,0,0,0,0
74773,581,122,124,0,0,0,0,0,0,0,0,0
74799,4051,2084,2439,0,0,0,0,0,0,0,0,1111
74971,714,1122,1230,0,0,6,0,0,0,0,0,0
74997,1231,888,9071,0,0,0,0,0,0,0,0,0
75093,2166,616,1528,0,0,0,0,0,0,0,0,0
75101,6489,423,6880,0,0,0,0,0,0,0,0,0
75119,451,105,80,0,0,0,0,0,0,0,0,0
75127,69,15,7,0,0,0,0,0,0,0,0,0
75135,50,2,16,0,0,0,0,0,0,0,0,0
75143,288,78,67,1,0,0,0,0,0,0,0,0
75150,1529,681,353,0,0,0,0,0,0,0,0,0
75168,94,35,37,158,12,51,0,0,0,0,0,0
75176,22,0,0,0,0,0,0,0,0,0,0,0
75184,4,8,2,69,27,36,0,0,0,0,0,0
75192,37,11,15,305,61,78,0,0,0,0,0,0
75200,564,94,108,126,30,74,0,0,0,0,0,0
75218,779,422,268,0,0,5,0,0,0,0,0,0
75226,1494,446,723,26,0,0,0,0,0,0,0,0
75234,125,80,41,175,41,100,0,0,0,0,0,0
75242,527,97,222,0,0,0,0,0,0,0,0,0
75259,32,45,1,61,35,10,0,0,0,0,0,0
75267,342,162,89,0,0,0,0,0,0,0,0,0
75275,4231,2479,2227,18,19,28,0,0,0,0,0,0
75283,519,153,68,7,12,52,0,0,0,0,0,0
75291,1104,342,318,0,9,1,0,0,0,0,0,0
75309,145,111,52,0,0,0,0,0,0,0,0,0
75317,1075,288,244,0,0,0,0,0,0,0,0,0
75325,742,321,192,0,0,0,0,0,0,0,0,0
75333,2327,1204,364,0,0,3,0,0,0,0,0,0
75341,0,13,0,6,0,26,0,0,0,0,0,0
75358,16,4,2,0,0,4,0,0,0,0,0,0
75374,294,122,88,17,6,9,0,0,0,0,0,0
75382,3,0,0,59,3,34,0,0,0,0,0,0
75390,426,205,338,0,0,0,0,0,0,0,0,0
75408,392,83,48,0,0,0,0,0,0,0,0,0
75416,1983,413,1307,6,2,0,0,0,0,0,0,0
75424,760,125,228,2,5,11,0,0,0,0,0,0
75432,134,54,41,0,0,0,0,0,0,0,0,0
75440,343,0,345,0,0,0,0,0,0,0,0,0
75457,282,25,75,52,51,56,0,0,0,0,0,0
75465,690,224,224,0,0,0,0,0,0,0,0,0
75473,83,51,13,1,0,0,0,0,0,0,0,0
75481,468,92,139,13,0,3,0,0,0,0,0,0
75499,29,1,3,0,0,0,0,0,0,0,0,0
75507,298,98,56,0,0,3,0,0,0,0,0,0
75515,796,182,149,1,0,8,0,0,0,0,0,0
75523,911,169,165,0,0,0,0,0,0,0,0,0
75531,587,153,266,0,0,0,0,0,0,0,0,0
75549,10,8,2,20,7,2,0,0,0,0,0,0
75556,260,143,112,1,0,1,0,0,0,0,0,0
75564,768,160,191,0,0,0,0,0,0,0,0,0
75572,937,244,624,0,0,0,0,0,0,0,0,0
75580,319,41,59,0,0,0,0,0,0,0,0,0
75606,1255,384,1711,0,0,0,0,0,0,0,0,0
75614,2293,654,882,0,0,0,0,0,0,0,0,0
75622,425,184,176,2,1,25,0,0,0,0,0,0
75630,2205,1504,768,0,0,0,0,0,0,0,0,0
75648,273,144,1,14,10,126,0,0,0,0,0,0
75655,1450,540,1026,0,0,0,0,0,0,0,0,0
75663,295,0,102,0,0,3,0,0,0,0,0,0
75671,136,23,34,3,1,2,0,0,0,0,0,0
75689,176,54,48,85,24,26,0,0,0,0,0,0
75697,1286,461,207,0,0,9,0,0,0,0,0,0
75705,212,88,101,0,0,37,0,0,0,0,0,0
75713,1,0,31,0,0,0,0,0,0,0,0,0
75721,781,248,252,0,0,0,0,0,0,0,0,0
75739,975,521,186,0,0,0,0,0,0,0,0,0
75747,21,18,8,0,0,0,0,0,0,0,0,0
75754,145,78,33,71,7,65,0,0,0,0,0,0
75762,821,533,76,0,0,0,0,0,0,0,0,0
75770,784,91,105,0,0,0,0,0,0,0,0,0
75788,41,9,9,0,0,14,0,0,0,0,0,0
75796,3897,1137,2642,0,0,0,0,0,0,0,0,0
75804,367,182,88,0,0,0,0,0,0,0,0,0
75812,190,56,29,226,50,108,0,0,0,0,0,0
75838,214,174,65,1,0,3,0,0,0,0,0,0
75846,310,177,109,0,0,1,0,0,0,0,0,0
75853,2152,1011,552,0,0,0,0,0,0,0,0,0
75861,2212,1503,1715,0,0,0,0,0,0,0,0,0
75879,869,203,322,0,0,0,0,0,0,0,0,0
75887,355,125,89,0,0,0,0,0,0,0,0,0
75895,641,155,116,0,0,0,0,0,0,0,0,0
75903,32,21,4,1,0,0,0,0,0,0,0,0
75911,531,174,10,0,0,0,0,0,0,0,0,0
75929,0,241,154,286,0,106,0,0,0,0,0,0
75937,5,1,0,0,0,6,0,0,0,0,0,0
75945,11,6,5,65,5,23,0,0,0,0,0,0
75960,280,73,72,11,5,11,0,0,0,0,0,0
75978,13,1,0,0,0,0,0,0,0,0,0,0
75986,17,11,9,0,0,0,0,0,0,0,0,0
75994,240,197,80,0,0,0,0,0,0,0,0,0
76000,666,159,286,7,0,0,0,0,0,0,0,0
76018,1515,259,840,0,0,0,0,0,0,0,0,0
76026,587,66,137,0,0,0,0,0,0,0,0,0
76034,328,206,154,0,0,0,0,0,0,0,0,0
76042,36,33,1,297,64,93,0,0,0,0,0,0
76059,146,44,19,0,0,0,0,0,0,0,0,0
76067,1,0,0,0,0,0,0,0,0,0,0,0
76075,434,210,74,0,0,0,0,0,0,0,0,0
76083,112,17,2,0,0,0,0,0,0,0,0,0
76091,13,5,6,5,1,0,0,0,0,0,0,0
76109,729,169,222,0,0,0,0,0,0,0,0,0
76117,490,93,101,0,0,0,0,0,0,0,0,0
76125,249,37,16,0,0,0,0,0,0,0,0,0
76133,0,0,22,0,0,0,0,0,0,0,0,0
76141,345,109,52,53,8,71,0,0,0,0,0,0
76158,23,22,2,72,6,9,0,0,0,0,0,0
76166,59,99,16,0,0,57,0,0,0,0,0,0
76174,662,178,159,0,0,0,0,0,0,0,0,0
76182,557,96,118,0,0,0,0,0,0,0,0,0
76190,16,9,2,19,7,3,0,0,0,0,0,0
76208,524,236,185,0,0,0,0,0,0,0,0,0
76216,52,18,23,10,7,3,0,0,0,0,0,0
76224,11,0,4,0,0,0,0,0,0,0,0,0
76232,376,94,81,1,0,0,0,0,0,0,0,0
76240,5295,1706,4038,0,0,0,0,0,0,0,0,0
76257,48,2,6,0,0,0,0,0,0,0,0,0
76265,17967,260,439,0,0,3,0,0,0,0,0,0
76273,8,4,9,309,99,192,0,0,0,0,0,0
76281,1708,589,257,0,0,0,0,0,0,0,0,0
76299,15,0,0,0,0,0,0,0,0,0,0,0
76307,615,183,120,0,0,0,0,0,0,0,0,0
76315,352,76,79,0,0,0,0,0,0,0,0,0
76356,265,64,95,0,0,0,0,0,0,0,0,0
76364,93,12,20,2,5,0,0,0,0,0,0,0
76505,707,291,350,0,0,1,0,0,0,0,0,0
76521,26,12,3,0,0,0,0,0,0,0,0,0
76539,1333,326,208,51,0,7,0,0,0,0,0,0
76547,561,162,195,2,0,13,0,0,0,0,0,0
76562,758,554,832,0,0,1,0,0,0,0,0,0
76570,2172,973,530,0,0,0,0,0,0,0,0,0
76588,1828,528,1260,0,0,0,0,0,0,0,0,0
76596,182,37,20,0,0,0,0,0,0,0,0,0
76604,809,207,71,0,0,150,0,0,0,0,0,0
76612,1099,365,330,0,0,0,0,0,0,0,0,0
76620,33,7,11,0,0,0,0,0,0,0,0,0
76638,1526,749,401,0,0,0,0,0,0,0,0,0
76646,152,77,13,0,0,0,0,0,0,0,0,0
76653,287,133,41,69,0,47,0,0,0,0,0,0
76661,351,84,12,5,3,96,0,0,0,0,0,0
76679,456,0,116,0,0,315,0,0,0,0,0,0
76687,183,1,90,0,0,62,0,0,0,0,0,0
76695,58,18,10,0,0,0,0,0,0,0,0,0
76703,42,11,1,4,3,27,0,0,0,0,0,0
76711,473,291,137,0,0,1,0,0,0,0,0,0
76729,1088,438,171,201,0,123,0,0,0,0,0,0
76745,19158,4850,9630,0,0,3,0,0,0,0,0,0
76760,386,124,93,0,0,0,0,0,0,0,0,0
76778,1115,246,170,0,0,0,0,0,0,0,0,0
76794,348,123,65,0,0,1,0,0,0,0,0,0
76802,154,66,11,36,33,12,0,0,0,0,0,0
76836,144,32,19,0,0,24,0,0,0,0,0,0
76844,147,25,33,0,0,0,0,0,0,0,0,0
76869,499,300,94,1,0,4,0,0,0,0,0,0
76950,24,3,4,134,55,37,0,0,0,0,0,0
76984,2,7,0,250,35,69,0,0,0,0,0,0
77032,493,111,91,0,0,0,0,0,0,0,0,0
77081,92,144,12,0,0,6,0,0,0,0,0,0
77149,125,21,15,0,0,0,0,0,0,0,0,0
77156,968,248,483,0,0,0,0,0,0,0,0,0
77164,0,0,0,476,100,125,0,0,0,0,0,0
77180,7577,3477,1853,0,0,167,0,0,0,0,0,0
77206,355,111,59,16,0,3,0,0,0,0,0,0
77222,907,275,365,0,0,0,0,0,0,0,0,0
77230,38,15,15,0,0,0,0,0,0,0,0,0
77255,939,259,188,8,0,8,0,0,0,0,0,0
77263,1085,590,252,0,0,1,0,0,0,0,0,0
77271,4056,1834,1784,0,0,0,0,0,0,0,0,0
77289,86,27,22,0,0,0,0,0,0,0,0,0
77297,283,106,80,0,0,0,0,0,0,0,0,0
77305,2060,694,406,0,0,3,0,0,0,0,0,0
77313,1546,436,592,0,0,0,0,0,0,0,0,0
77321,2352,990,954,0,0,0,0,0,0,0,0,0
77339,110,28,21,0,0,0,0,0,0,0,0,0
77347,55,37,0,0,0,18,0,0,0,0,0,0
77354,1273,309,251,0,0,0,0,0,0,0,0,0
77362,149,30,14,16,11,13,0,0,0,0,0,0
77370,375,104,91,2,2,4,0,0,0,0,0,0
77388,273,266,51,1,0,0,0,0,0,0,0,0
77396,532,148,142,0,0,0,0,0,0,0,0,0
77404,37,8,9,12,0,2,0,0,0,0,0,0
77412,2151,819,896,0,0,2,0,0,0,0,0,0
77420,79,50,47,0,0,0,0,0,0,0,0,0
77438,4,17,28,227,50,109,0,0,0,0,0,0
77446,4517,2224,3611,163,0,907,0,0,0,0,0,923
77453,751,237,225,0,0,0,0,0,0,0,0,0
77461,569,171,57,0,0,0,0,0,0,0,0,0
77479,1266,1127,1099,0,0,0,0,0,0,0,0,0
77487,162,65,29,0,0,0,0,0,0,0,0,0
77495,1142,301,415,2324,0,646,0,0,0,0,0,0
77503,7704,3479,2143,0,0,0,0,0,0,0,0,0
77511,663,164,138,0,0,0,0,0,0,0,0,0
77529,185,33,40,0,0,0,0,0,0,0,0,0
77669,2284,629,629,0,0,199,0,0,0,0,0,0
77685,34,466,4,0,0,0,0,0,0,0,0,0
77693,244,463,42,0,0,0,0,0,0,0,0,0
77743,304,156,124,0,0,0,0,0,0,0,0,0
77750,92,46,4,1,0,17,0,0,0,0,0,0
77768,690,314,182,0,0,0,0,0,0,0,0,0
