"co_ibge";"uf";"cidade";"bcg";"hepatiteb";"polio";"tetravalente";"rotavirus";"mes";"ano"
"221093";"PI";"Sussuapara";"";"";"98";"";"85";"12";"2017"
"221095";"PI";"Tamboril do Piauí";"7";"";"51";"";"34";"12";"2017"
"221097";"PI";"Tanque do Piauí";"5";"";"28";"";"32";"12";"2017"
"221100";"PI";"Teresina";"17011";"";"9270";"";"9628";"12";"2017"
"221110";"PI";"União";"338";"";"589";"";"547";"12";"2017"
"221120";"PI";"Uruçuí";"397";"";"372";"";"375";"12";"2017"
"221130";"PI";"Valença do Piauí";"692";"";"204";"";"223";"12";"2017"
"221135";"PI";"Várzea Branca";"3";"";"77";"";"68";"12";"2017"
"221140";"PI";"Várzea Grande";"3";"";"17";"";"18";"12";"2017"
"221150";"PI";"Vera Mendes";"10";"";"24";"";"28";"12";"2017"
"221160";"PI";"Vila Nova do Piauí";"22";"";"34";"";"40";"12";"2017"
"221170";"PI";"Wall Ferraz";"13";"";"22";"";"22";"12";"2017"
"410010";"PR";"Abatiá";"111";"";"106";"";"115";"12";"2017"
"410020";"PR";"Adrianópolis";"92";"";"87";"";"95";"12";"2017"
"410030";"PR";"Agudos do Sul";"115";"";"116";"";"130";"12";"2017"
"410040";"PR";"Almirante Tamandaré";"1566";"";"1442";"";"1505";"12";"2017"
"410045";"PR";"Altamira do Paraná";"72";"";"68";"";"62";"12";"2017"
"410050";"PR";"Altônia";"242";"";"245";"";"238";"12";"2017"
"412862";"PR";"Alto Paraíso";"52";"";"48";"";"56";"12";"2017"
"410060";"PR";"Alto Paraná";"187";"";"172";"";"181";"12";"2017"
"410070";"PR";"Alto Piquiri";"129";"";"127";"";"135";"12";"2017"
"410080";"PR";"Alvorada do Sul";"89";"";"103";"";"101";"12";"2017"
"410090";"PR";"Amaporã";"83";"";"96";"";"80";"12";"2017"
"410100";"PR";"Ampére";"313";"";"278";"";"276";"12";"2017"
"410105";"PR";"Anahy";"25";"";"44";"";"40";"12";"2017"
"410110";"PR";"Andirá";"229";"";"215";"";"217";"12";"2017"
"410115";"PR";"Ângulo";"38";"";"45";"";"44";"12";"2017"
"410120";"PR";"Antonina";"269";"";"205";"";"211";"12";"2017"
"410130";"PR";"Antônio Olinto";"73";"";"99";"";"101";"12";"2017"
"410140";"PR";"Apucarana";"1775";"";"1475";"";"1547";"12";"2017"
"410150";"PR";"Arapongas";"1507";"";"1377";"";"1470";"12";"2017"
"410160";"PR";"Arapoti";"409";"";"396";"";"395";"12";"2017"
"410165";"PR";"Arapuã";"50";"";"58";"";"56";"12";"2017"
"410170";"PR";"Araruna";"188";"";"178";"";"132";"12";"2017"
"410180";"PR";"Araucária";"2334";"";"2091";"";"1930";"12";"2017"
"410185";"PR";"Ariranha do Ivaí";"46";"";"26";"";"39";"12";"2017"
"410190";"PR";"Assaí";"164";"";"139";"";"174";"12";"2017"
"410200";"PR";"Assis Chateaubriand";"405";"";"485";"";"433";"12";"2017"
"410210";"PR";"Astorga";"289";"";"305";"";"305";"12";"2017"
"410220";"PR";"Atalaia";"50";"";"48";"";"46";"12";"2017"
"410230";"PR";"Balsa Nova";"240";"";"199";"";"201";"12";"2017"
"410240";"PR";"Bandeirantes";"444";"";"377";"";"406";"12";"2017"
"410250";"PR";"Barbosa Ferraz";"115";"";"107";"";"116";"12";"2017"
"410260";"PR";"Barracão";"153";"";"142";"";"132";"12";"2017"
"410270";"PR";"Barra do Jacaré";"30";"";"32";"";"29";"12";"2017"
"410275";"PR";"Bela Vista da Caroba";"54";"";"44";"";"52";"12";"2017"
"410280";"PR";"Bela Vista do Paraíso";"186";"";"179";"";"178";"12";"2017"
"410290";"PR";"Bituruna";"258";"";"274";"";"278";"12";"2017"
"410300";"PR";"Boa Esperança";"68";"";"53";"";"61";"12";"2017"
"410302";"PR";"Boa Esperança do Iguaçu";"31";"";"33";"";"35";"12";"2017"
"410304";"PR";"Boa Ventura de São Roque";"80";"";"86";"";"87";"12";"2017"
"410305";"PR";"Boa Vista da Aparecida";"8";"";"108";"";"112";"12";"2017"
"410310";"PR";"Bocaiúva do Sul";"200";"";"161";"";"152";"12";"2017"
"410315";"PR";"Bom Jesus do Sul";"62";"";"58";"";"61";"12";"2017"
"410320";"PR";"Bom Sucesso";"92";"";"113";"";"105";"12";"2017"
"410322";"PR";"Bom Sucesso do Sul";"34";"";"31";"";"38";"12";"2017"
"410330";"PR";"Borrazópolis";"93";"";"95";"";"82";"12";"2017"
"410335";"PR";"Braganey";"25";"";"63";"";"72";"12";"2017"
"410337";"PR";"Brasilândia do Sul";"51";"";"40";"";"47";"12";"2017"
"410340";"PR";"Cafeara";"16";"";"23";"";"18";"12";"2017"
"410345";"PR";"Cafelândia";"178";"";"237";"";"229";"12";"2017"
"410347";"PR";"Cafezal do Sul";"52";"";"41";"";"45";"12";"2017"
"410350";"PR";"Califórnia";"110";"";"121";"";"98";"12";"2017"
"410360";"PR";"Cambará";"235";"";"231";"";"241";"12";"2017"
"410370";"PR";"Cambé";"1165";"";"1272";"";"1295";"12";"2017"
"410380";"PR";"Cambira";"96";"";"89";"";"86";"12";"2017"
"410390";"PR";"Campina da Lagoa";"228";"";"214";"";"142";"12";"2017"
"410395";"PR";"Campina do Simão";"79";"";"74";"";"79";"12";"2017"
"410400";"PR";"Campina Grande do Sul";"759";"";"434";"";"452";"12";"2017"
"410405";"PR";"Campo Bonito";"14";"";"56";"";"62";"12";"2017"
"410410";"PR";"Campo do Tenente";"98";"";"57";"";"73";"12";"2017"
"410420";"PR";"Campo Largo";"1748";"";"1277";"";"1384";"12";"2017"
"410425";"PR";"Campo Magro";"436";"";"426";"";"412";"12";"2017"
"410430";"PR";"Campo Mourão";"1341";"";"1197";"";"1171";"12";"2017"
"410440";"PR";"Cândido de Abreu";"177";"";"184";"";"169";"12";"2017"
"410442";"PR";"Candói";"279";"";"273";"";"270";"12";"2017"
"410445";"PR";"Cantagalo";"177";"";"202";"";"193";"12";"2017"
"410450";"PR";"Capanema";"238";"";"223";"";"236";"12";"2017"
"410460";"PR";"Capitão Leônidas Marques";"91";"";"215";"";"218";"12";"2017"
"410465";"PR";"Carambeí";"16";"";"21";"";"12";"12";"2017"
"410470";"PR";"Carlópolis";"204";"";"203";"";"202";"12";"2017"
"410480";"PR";"Cascavel";"6253";"";"3246";"";"3392";"12";"2017"
"410490";"PR";"Castro";"67";"";"81";"";"89";"12";"2017"
"410500";"PR";"Catanduvas";"19";"";"140";"";"137";"12";"2017"
"410510";"PR";"Centenário do Sul";"149";"";"117";"";"133";"12";"2017"
"410520";"PR";"Cerro Azul";"225";"";"228";"";"229";"12";"2017"
"410530";"PR";"Céu Azul";"32";"";"129";"";"127";"12";"2017"
"410540";"PR";"Chopinzinho";"289";"";"267";"";"259";"12";"2017"
"410550";"PR";"Cianorte";"1072";"";"1033";"";"1044";"12";"2017"
"410560";"PR";"Cidade Gaúcha";"158";"";"162";"";"160";"12";"2017"
"410570";"PR";"Clevelândia";"263";"";"256";"";"258";"12";"2017"
"410580";"PR";"Colombo";"3345";"";"2936";"";"2470";"12";"2017"
"410590";"PR";"Colorado";"269";"";"261";"";"276";"12";"2017"
"410600";"PR";"Congonhinhas";"127";"";"138";"";"132";"12";"2017"
"410610";"PR";"Conselheiro Mairinck";"63";"";"55";"";"65";"12";"2017"
"410620";"PR";"Contenda";"244";"";"192";"";"196";"12";"2017"
"410630";"PR";"Corbélia";"37";"";"263";"";"267";"12";"2017"
"410640";"PR";"Cornélio Procópio";"552";"";"478";"";"509";"12";"2017"
"410645";"PR";"Coronel Domingos Soares";"108";"";"113";"";"114";"12";"2017"
"410650";"PR";"Coronel Vivida";"330";"";"334";"";"320";"12";"2017"
"410655";"PR";"Corumbataí do Sul";"42";"";"47";"";"42";"12";"2017"
"410657";"PR";"Cruzeiro do Iguaçu";"73";"";"45";"";"54";"12";"2017"
"410660";"PR";"Cruzeiro do Oeste";"285";"";"245";"";"243";"12";"2017"
"410670";"PR";"Cruzeiro do Sul";"80";"";"74";"";"90";"12";"2017"
"410680";"PR";"Cruz Machado";"209";"";"212";"";"208";"12";"2017"
"410685";"PR";"Cruzmaltina";"42";"";"35";"";"35";"12";"2017"
"410690";"PR";"Curitiba";"22909";"";"21753";"";"20043";"12";"2017"
"410700";"PR";"Curiúva";"192";"";"146";"";"162";"12";"2017"
"410715";"PR";"Diamante D'Oeste";"78";"";"86";"";"82";"12";"2017"
"410710";"PR";"Diamante do Norte";"47";"";"51";"";"48";"12";"2017"
"410712";"PR";"Diamante do Sul";"13";"";"51";"";"51";"12";"2017"
"410720";"PR";"Dois Vizinhos";"609";"";"507";"";"495";"12";"2017"
"410725";"PR";"Douradina";"132";"";"122";"";"131";"12";"2017"
"410730";"PR";"Doutor Camargo";"51";"";"65";"";"62";"12";"2017"
"412863";"PR";"Doutor Ulysses";"61";"";"70";"";"66";"12";"2017"
"410740";"PR";"Enéas Marques";"70";"";"76";"";"72";"12";"2017"
"410750";"PR";"Engenheiro Beltrão";"156";"";"144";"";"129";"12";"2017"
"410753";"PR";"Entre Rios do Oeste";"64";"";"57";"";"49";"12";"2017"
"410752";"PR";"Esperança Nova";"30";"";"27";"";"25";"12";"2017"
"410754";"PR";"Espigão Alto do Iguaçu";"53";"";"79";"";"73";"12";"2017"
"410755";"PR";"Farol";"54";"";"35";"";"43";"12";"2017"
"410760";"PR";"Faxinal";"241";"";"217";"";"213";"12";"2017"
"410765";"PR";"Fazenda Rio Grande";"1710";"";"1629";"";"1607";"12";"2017"
"410770";"PR";"Fênix";"61";"";"59";"";"47";"12";"2017"
"410773";"PR";"Fernandes Pinheiro";"97";"";"88";"";"103";"12";"2017"
"410775";"PR";"Figueira";"96";"";"93";"";"92";"12";"2017"
"410780";"PR";"Floraí";"59";"";"48";"";"57";"12";"2017"
"410785";"PR";"Flor da Serra do Sul";"78";"";"72";"";"83";"12";"2017"
"410790";"PR";"Floresta";"73";"";"85";"";"78";"12";"2017"
"410800";"PR";"Florestópolis";"139";"";"126";"";"136";"12";"2017"
"410810";"PR";"Flórida";"29";"";"24";"";"29";"12";"2017"
"410820";"PR";"Formosa do Oeste";"112";"";"70";"";"76";"12";"2017"
"410830";"PR";"Foz do Iguaçu";"5077";"";"3150";"";"3128";"12";"2017"
"410845";"PR";"Foz do Jordão";"86";"";"85";"";"86";"12";"2017"
"410832";"PR";"Francisco Alves";"103";"";"65";"";"78";"12";"2017"
"410840";"PR";"Francisco Beltrão";"1159";"";"1111";"";"1117";"12";"2017"
"410850";"PR";"General Carneiro";"211";"";"219";"";"210";"12";"2017"
"410855";"PR";"Godoy Moreira";"40";"";"43";"";"39";"12";"2017"
"410860";"PR";"Goioerê";"358";"";"305";"";"298";"12";"2017"
"410865";"PR";"Goioxim";"105";"";"102";"";"99";"12";"2017"
"410870";"PR";"Grandes Rios";"90";"";"98";"";"99";"12";"2017"
"410880";"PR";"Guaíra";"488";"";"440";"";"449";"12";"2017"
"410890";"PR";"Guairaçá";"79";"";"100";"";"88";"12";"2017"
"410895";"PR";"Guamiranga";"113";"";"106";"";"118";"12";"2017"
"410900";"PR";"Guapirama";"59";"";"54";"";"46";"12";"2017"
"410910";"PR";"Guaporema";"27";"";"17";"";"11";"12";"2017"
"410920";"PR";"Guaraci";"65";"";"49";"";"64";"12";"2017"
"410930";"PR";"Guaraniaçu";"259";"";"199";"";"185";"12";"2017"
"410940";"PR";"Guarapuava";"2726";"";"2264";"";"2184";"12";"2017"
"410950";"PR";"Guaraqueçaba";"102";"";"116";"";"105";"12";"2017"
"410960";"PR";"Guaratuba";"501";"";"458";"";"483";"12";"2017"
"410965";"PR";"Honório Serpa";"59";"";"70";"";"64";"12";"2017"
"410970";"PR";"Ibaiti";"338";"";"306";"";"338";"12";"2017"
"410975";"PR";"Ibema";"30";"";"101";"";"98";"12";"2017"
"410980";"PR";"Ibiporã";"756";"";"591";"";"615";"12";"2017"
"410990";"PR";"Icaraíma";"114";"";"118";"";"121";"12";"2017"
"411000";"PR";"Iguaraçu";"51";"";"65";"";"65";"12";"2017"
"411005";"PR";"Iguatu";"6";"";"21";"";"21";"12";"2017"
"411007";"PR";"Imbaú";"171";"";"175";"";"163";"12";"2017"
"411010";"PR";"Imbituva";"432";"";"488";"";"467";"12";"2017"
"411020";"PR";"Inácio Martins";"170";"";"153";"";"168";"12";"2017"
"411030";"PR";"Inajá";"20";"";"37";"";"27";"12";"2017"
"411040";"PR";"Indianópolis";"52";"";"53";"";"45";"12";"2017"
"411050";"PR";"Ipiranga";"60";"";"81";"";"71";"12";"2017"
"411060";"PR";"Iporã";"203";"";"185";"";"186";"12";"2017"
"411065";"PR";"Iracema do Oeste";"28";"";"29";"";"31";"12";"2017"
"411070";"PR";"Irati";"848";"";"784";"";"754";"12";"2017"
"411080";"PR";"Iretama";"152";"";"133";"";"116";"12";"2017"
"411090";"PR";"Itaguajé";"59";"";"64";"";"58";"12";"2017"
"411095";"PR";"Itaipulândia";"207";"";"173";"";"181";"12";"2017"
"411100";"PR";"Itambaracá";"69";"";"75";"";"68";"12";"2017"
"411110";"PR";"Itambé";"62";"";"63";"";"74";"12";"2017"
"411120";"PR";"Itapejara d'Oeste";"182";"";"140";"";"134";"12";"2017"
"411125";"PR";"Itaperuçu";"473";"";"376";"";"396";"12";"2017"
"411130";"PR";"Itaúna do Sul";"31";"";"49";"";"46";"12";"2017"
"411140";"PR";"Ivaí";"53";"";"49";"";"61";"12";"2017"
"411150";"PR";"Ivaiporã";"420";"";"386";"";"380";"12";"2017"
"411155";"PR";"Ivaté";"104";"";"66";"";"71";"12";"2017"
"411160";"PR";"Ivatuba";"30";"";"50";"";"45";"12";"2017"
"411170";"PR";"Jaboti";"70";"";"79";"";"65";"12";"2017"
"411180";"PR";"Jacarezinho";"328";"";"450";"";"460";"12";"2017"
"411190";"PR";"Jaguapitã";"177";"";"171";"";"180";"12";"2017"
"411200";"PR";"Jaguariaíva";"522";"";"494";"";"494";"12";"2017"
"411210";"PR";"Jandaia do Sul";"267";"";"223";"";"241";"12";"2017"
"411220";"PR";"Janiópolis";"72";"";"69";"";"69";"12";"2017"
"411230";"PR";"Japira";"71";"";"70";"";"74";"12";"2017"
"411240";"PR";"Japurá";"108";"";"101";"";"104";"12";"2017"
"411250";"PR";"Jardim Alegre";"137";"";"131";"";"123";"12";"2017"
"411260";"PR";"Jardim Olinda";"14";"";"12";"";"15";"12";"2017"
"411270";"PR";"Jataizinho";"164";"";"158";"";"155";"12";"2017"
"411275";"PR";"Jesuítas";"93";"";"90";"";"106";"12";"2017"
"411280";"PR";"Joaquim Távora";"170";"";"168";"";"171";"12";"2017"
"411290";"PR";"Jundiaí do Sul";"37";"";"40";"";"36";"12";"2017"
"411295";"PR";"Juranda";"99";"";"83";"";"99";"12";"2017"
"411300";"PR";"Jussara";"100";"";"82";"";"90";"12";"2017"
"411310";"PR";"Kaloré";"56";"";"47";"";"36";"12";"2017"
"411320";"PR";"Lapa";"531";"";"479";"";"487";"12";"2017"
"411325";"PR";"Laranjal";"94";"";"85";"";"82";"12";"2017"
"411330";"PR";"Laranjeiras do Sul";"522";"";"470";"";"492";"12";"2017"
"411340";"PR";"Leópolis";"43";"";"41";"";"48";"12";"2017"
"411342";"PR";"Lidianópolis";"57";"";"54";"";"60";"12";"2017"
"411345";"PR";"Lindoeste";"27";"";"77";"";"75";"12";"2017"
"411350";"PR";"Loanda";"323";"";"259";"";"284";"12";"2017"
"411360";"PR";"Lobato";"59";"";"53";"";"50";"12";"2017"
"411370";"PR";"Londrina";"7174";"";"6537";"";"6498";"12";"2017"
"411373";"PR";"Luiziana";"91";"";"92";"";"86";"12";"2017"
"411375";"PR";"Lunardelli";"57";"";"52";"";"55";"12";"2017"
"411380";"PR";"Lupionópolis";"40";"";"49";"";"44";"12";"2017"
"411390";"PR";"Mallet";"176";"";"180";"";"163";"12";"2017"
"411400";"PR";"Mamborê";"199";"";"170";"";"154";"12";"2017"
"411410";"PR";"Mandaguaçu";"323";"";"296";"";"290";"12";"2017"
"411420";"PR";"Mandaguari";"427";"";"425";"";"437";"12";"2017"
"411430";"PR";"Mandirituba";"397";"";"331";"";"339";"12";"2017"
"411435";"PR";"Manfrinópolis";"40";"";"38";"";"43";"12";"2017"
"411440";"PR";"Mangueirinha";"297";"";"264";"";"244";"12";"2017"
"411450";"PR";"Manoel Ribas";"192";"";"179";"";"165";"12";"2017"
"411460";"PR";"Marechal Cândido Rondon";"637";"";"598";"";"604";"12";"2017"
"411470";"PR";"Maria Helena";"78";"";"90";"";"82";"12";"2017"
"411480";"PR";"Marialva";"432";"";"479";"";"466";"12";"2017"
"411490";"PR";"Marilândia do Sul";"120";"";"125";"";"124";"12";"2017"
"411500";"PR";"Marilena";"96";"";"80";"";"92";"12";"2017"
"411510";"PR";"Mariluz";"153";"";"132";"";"130";"12";"2017"
"411520";"PR";"Maringá";"4842";"";"4307";"";"4233";"12";"2017"
"411530";"PR";"Mariópolis";"89";"";"78";"";"80";"12";"2017"
"411535";"PR";"Maripá";"72";"";"75";"";"76";"12";"2017"
"411540";"PR";"Marmeleiro";"214";"";"200";"";"199";"12";"2017"
"411545";"PR";"Marquinho";"76";"";"74";"";"71";"12";"2017"
"411550";"PR";"Marumbi";"56";"";"52";"";"57";"12";"2017"
"411560";"PR";"Matelândia";"270";"";"271";"";"262";"12";"2017"
"411570";"PR";"Matinhos";"417";"";"469";"";"475";"12";"2017"
"411573";"PR";"Mato Rico";"54";"";"47";"";"51";"12";"2017"
"411575";"PR";"Mauá da Serra";"152";"";"145";"";"153";"12";"2017"
"411580";"PR";"Medianeira";"739";"";"676";"";"657";"12";"2017"
"411585";"PR";"Mercedes";"79";"";"77";"";"76";"12";"2017"
"411590";"PR";"Mirador";"51";"";"35";"";"47";"12";"2017"
"411600";"PR";"Miraselva";"15";"";"24";"";"19";"12";"2017"
"411605";"PR";"Missal";"128";"";"119";"";"120";"12";"2017"
"411610";"PR";"Moreira Sales";"142";"";"137";"";"106";"12";"2017"
"411620";"PR";"Morretes";"240";"";"208";"";"204";"12";"2017"
"411630";"PR";"Munhoz de Melo";"57";"";"58";"";"46";"12";"2017"
"411640";"PR";"Nossa Senhora das Graças";"49";"";"53";"";"57";"12";"2017"
"411650";"PR";"Nova Aliança do Ivaí";"25";"";"18";"";"24";"12";"2017"
"411660";"PR";"Nova América da Colina";"34";"";"35";"";"33";"12";"2017"
"411670";"PR";"Nova Aurora";"123";"";"136";"";"148";"12";"2017"
"411680";"PR";"Nova Cantu";"83";"";"89";"";"82";"12";"2017"
"411690";"PR";"Nova Esperança";"274";"";"273";"";"281";"12";"2017"
"411695";"PR";"Nova Esperança do Sudoeste";"75";"";"67";"";"67";"12";"2017"
"411700";"PR";"Nova Fátima";"79";"";"81";"";"83";"12";"2017"
"411705";"PR";"Nova Laranjeiras";"153";"";"156";"";"159";"12";"2017"
"411710";"PR";"Nova Londrina";"142";"";"118";"";"135";"12";"2017"
"411720";"PR";"Nova Olímpia";"89";"";"79";"";"75";"12";"2017"
"411725";"PR";"Nova Prata do Iguaçu";"115";"";"101";"";"107";"12";"2017"
"411721";"PR";"Nova Santa Bárbara";"57";"";"59";"";"49";"12";"2017"
"411722";"PR";"Nova Santa Rosa";"114";"";"119";"";"108";"12";"2017"
"411727";"PR";"Nova Tebas";"114";"";"78";"";"87";"12";"2017"
"411729";"PR";"Novo Itacolomi";"43";"";"38";"";"38";"12";"2017"
"411730";"PR";"Ortigueira";"322";"";"301";"";"283";"12";"2017"
"411740";"PR";"Ourizona";"42";"";"41";"";"33";"12";"2017"
"411745";"PR";"Ouro Verde do Oeste";"85";"";"70";"";"81";"12";"2017"
"411750";"PR";"Paiçandu";"465";"";"551";"";"547";"12";"2017"
"411760";"PR";"Palmas";"698";"";"451";"";"586";"12";"2017"
"411770";"PR";"Palmeira";"485";"";"435";"";"440";"12";"2017"
"411780";"PR";"Palmital";"222";"";"197";"";"194";"12";"2017"
"411790";"PR";"Palotina";"501";"";"420";"";"436";"12";"2017"
"411800";"PR";"Paraíso do Norte";"173";"";"168";"";"155";"12";"2017"
"411810";"PR";"Paranacity";"150";"";"160";"";"144";"12";"2017"
"411820";"PR";"Paranaguá";"1600";"";"1398";"";"1411";"12";"2017"
"411830";"PR";"Paranapoema";"41";"";"38";"";"36";"12";"2017"
"411840";"PR";"Paranavaí";"1230";"";"1005";"";"1021";"12";"2017"
"411845";"PR";"Pato Bragado";"72";"";"72";"";"84";"12";"2017"
"411850";"PR";"Pato Branco";"1165";"";"1147";"";"1158";"12";"2017"
"411860";"PR";"Paula Freitas";"77";"";"77";"";"85";"12";"2017"
"411870";"PR";"Paulo Frontin";"79";"";"73";"";"85";"12";"2017"
"411880";"PR";"Peabiru";"172";"";"170";"";"154";"12";"2017"
"411885";"PR";"Perobal";"112";"";"94";"";"106";"12";"2017"
"411890";"PR";"Pérola";"156";"";"141";"";"148";"12";"2017"
"411900";"PR";"Pérola d'Oeste";"70";"";"70";"";"56";"12";"2017"
"411910";"PR";"Piên";"164";"";"175";"";"178";"12";"2017"
"411915";"PR";"Pinhais";"1840";"";"1592";"";"1683";"12";"2017"
"411920";"PR";"Pinhalão";"81";"";"83";"";"78";"12";"2017"
"411925";"PR";"Pinhal de São Bento";"33";"";"29";"";"34";"12";"2017"
"411930";"PR";"Pinhão";"564";"";"537";"";"548";"12";"2017"
"411940";"PR";"Piraí do Sul";"26";"";"37";"";"29";"12";"2017"
"411950";"PR";"Piraquara";"1577";"";"1422";"";"1401";"12";"2017"
"411960";"PR";"Pitanga";"380";"";"406";"";"410";"12";"2017"
"411965";"PR";"Pitangueiras";"36";"";"32";"";"35";"12";"2017"
"411970";"PR";"Planaltina do Paraná";"77";"";"51";"";"56";"12";"2017"
"411980";"PR";"Planalto";"140";"";"139";"";"160";"12";"2017"
"411990";"PR";"Ponta Grossa";"5110";"";"4232";"";"4124";"12";"2017"
"411995";"PR";"Pontal do Paraná";"418";"";"335";"";"356";"12";"2017"
"412000";"PR";"Porecatu";"163";"";"141";"";"144";"12";"2017"
"412010";"PR";"Porto Amazonas";"11";"";"20";"";"13";"12";"2017"
"412015";"PR";"Porto Barreiro";"48";"";"44";"";"46";"12";"2017"
"412020";"PR";"Porto Rico";"44";"";"41";"";"46";"12";"2017"
"412030";"PR";"Porto Vitória";"51";"";"56";"";"58";"12";"2017"
"412033";"PR";"Prado Ferreira";"51";"";"41";"";"43";"12";"2017"
"412035";"PR";"Pranchita";"107";"";"81";"";"88";"12";"2017"
"412040";"PR";"Presidente Castelo Branco";"64";"";"71";"";"69";"12";"2017"
"412050";"PR";"Primeiro de Maio";"80";"";"107";"";"95";"12";"2017"
"412060";"PR";"Prudentópolis";"703";"";"638";"";"641";"12";"2017"
"412065";"PR";"Quarto Centenário";"62";"";"49";"";"59";"12";"2017"
"412070";"PR";"Quatiguá";"107";"";"187";"";"99";"12";"2017"
"412080";"PR";"Quatro Barras";"364";"";"321";"";"303";"12";"2017"
"412085";"PR";"Quatro Pontes";"41";"";"43";"";"46";"12";"2017"
"412090";"PR";"Quedas do Iguaçu";"379";"";"438";"";"429";"12";"2017"
"412100";"PR";"Querência do Norte";"193";"";"146";"";"167";"12";"2017"
"412110";"PR";"Quinta do Sol";"68";"";"57";"";"58";"12";"2017"
"412120";"PR";"Quitandinha";"201";"";"192";"";"199";"12";"2017"
"412125";"PR";"Ramilândia";"60";"";"49";"";"54";"12";"2017"
"412130";"PR";"Rancho Alegre";"32";"";"35";"";"32";"12";"2017"
"412135";"PR";"Rancho Alegre D'Oeste";"38";"";"36";"";"38";"12";"2017"
"412140";"PR";"Realeza";"209";"";"223";"";"222";"12";"2017"
"412150";"PR";"Rebouças";"234";"";"212";"";"241";"12";"2017"
"412160";"PR";"Renascença";"88";"";"94";"";"91";"12";"2017"
"412170";"PR";"Reserva";"384";"";"353";"";"366";"12";"2017"
"412175";"PR";"Reserva do Iguaçu";"158";"";"105";"";"122";"12";"2017"
"412180";"PR";"Ribeirão Claro";"166";"";"159";"";"165";"12";"2017"
"412190";"PR";"Ribeirão do Pinhal";"168";"";"141";"";"156";"12";"2017"
"412200";"PR";"Rio Azul";"213";"";"196";"";"213";"12";"2017"
"412210";"PR";"Rio Bom";"41";"";"44";"";"42";"12";"2017"
"412215";"PR";"Rio Bonito do Iguaçu";"320";"";"253";"";"270";"12";"2017"
"412217";"PR";"Rio Branco do Ivaí";"70";"";"76";"";"77";"12";"2017"
"412220";"PR";"Rio Branco do Sul";"556";"";"505";"";"494";"12";"2017"
"412230";"PR";"Rio Negro";"224";"";"367";"";"338";"12";"2017"
"412240";"PR";"Rolândia";"906";"";"857";"";"878";"12";"2017"
"412250";"PR";"Roncador";"144";"";"141";"";"121";"12";"2017"
"412260";"PR";"Rondon";"139";"";"110";"";"123";"12";"2017"
"412265";"PR";"Rosário do Ivaí";"98";"";"83";"";"83";"12";"2017"
"412270";"PR";"Sabáudia";"93";"";"114";"";"119";"12";"2017"
"412280";"PR";"Salgado Filho";"64";"";"61";"";"66";"12";"2017"
"412290";"PR";"Salto do Itararé";"31";"";"41";"";"41";"12";"2017"
"412300";"PR";"Salto do Lontra";"194";"";"175";"";"192";"12";"2017"
"412310";"PR";"Santa Amélia";"54";"";"38";"";"43";"12";"2017"
"412320";"PR";"Santa Cecília do Pavão";"61";"";"49";"";"56";"12";"2017"
"412330";"PR";"Santa Cruz de Monte Castelo";"130";"";"92";"";"97";"12";"2017"
"412340";"PR";"Santa Fé";"106";"";"126";"";"124";"12";"2017"
"412350";"PR";"Santa Helena";"374";"";"344";"";"334";"12";"2017"
"412360";"PR";"Santa Inês";"26";"";"29";"";"19";"12";"2017"
"412370";"PR";"Santa Isabel do Ivaí";"109";"";"106";"";"90";"12";"2017"
"412380";"PR";"Santa Izabel do Oeste";"171";"";"156";"";"162";"12";"2017"
"412382";"PR";"Santa Lúcia";"18";"";"44";"";"49";"12";"2017"
"412385";"PR";"Santa Maria do Oeste";"154";"";"121";"";"117";"12";"2017"
"412390";"PR";"Santa Mariana";"121";"";"135";"";"130";"12";"2017"
"412395";"PR";"Santa Mônica";"55";"";"63";"";"59";"12";"2017"
"412400";"PR";"Santana do Itararé";"70";"";"64";"";"64";"12";"2017"
"412402";"PR";"Santa Tereza do Oeste";"19";"";"187";"";"199";"12";"2017"
"412405";"PR";"Santa Terezinha de Itaipu";"190";"";"329";"";"350";"12";"2017"
"412410";"PR";"Santo Antônio da Platina";"675";"";"614";"";"643";"12";"2017"
"412420";"PR";"Santo Antônio do Caiuá";"27";"";"32";"";"24";"12";"2017"
"412430";"PR";"Santo Antônio do Paraíso";"24";"";"25";"";"27";"12";"2017"
"412440";"PR";"Santo Antônio do Sudoeste";"314";"";"232";"";"229";"12";"2017"
"412450";"PR";"Santo Inácio";"127";"";"85";"";"84";"12";"2017"
"412460";"PR";"São Carlos do Ivaí";"80";"";"93";"";"86";"12";"2017"
"412470";"PR";"São Jerônimo da Serra";"129";"";"108";"";"120";"12";"2017"
"412480";"PR";"São João";"150";"";"141";"";"134";"12";"2017"
"412490";"PR";"São João do Caiuá";"81";"";"83";"";"84";"12";"2017"
"412500";"PR";"São João do Ivaí";"145";"";"130";"";"135";"12";"2017"
"412510";"PR";"São João do Triunfo";"115";"";"154";"";"141";"12";"2017"
"412520";"PR";"São Jorge d'Oeste";"108";"";"118";"";"112";"12";"2017"
"412530";"PR";"São Jorge do Ivaí";"53";"";"58";"";"55";"12";"2017"
"412535";"PR";"São Jorge do Patrocínio";"86";"";"76";"";"74";"12";"2017"
"412540";"PR";"São José da Boa Vista";"81";"";"66";"";"67";"12";"2017"
"412545";"PR";"São José das Palmeiras";"65";"";"59";"";"64";"12";"2017"
