indicx,no_cidade
"94.97","Águas Lindas de Goiás"
"150.00","Jangada"
"65.38","Ponte Branca"
"91.00","Nova Maringá"
"102.94","Rio Branco"
"90.00","Nova Marilândia"
"134.92","Americano do Brasil"
"78.16","Lambari D'Oeste"
"91.98","Rondonópolis"
"236.36","Serra Nova Dourada"
"145.00","Vale de São Domingos"
"114.92","Pontal do Araguaia"
"123.61","Nova Mutum"
"109.80","Porto Esperidião"
"117.95","Primavera do Leste"
"92.73","Abadiânia"
"111.65","Pedra Preta"
"84.61","Água Limpa"
"88.66","Alvorada do Norte"
"133.12","Itiquira"
"54.16","Aloândia"
"98.76","Vila Rica"
"107.75","Mirassol d'Oeste"
"147.22","Santo Antônio do Leste"
"124.61","Alexânia"
"86.22","Pontes e Lacerda"
"116.71","Sapezal"
"104.32","Juruena"
"155.40","Nova Lacerda"
"84.61","Santo Afonso"
"98.67","Ribeirão Cascalheira"
"104.16","Nova Bandeirantes"
"44.89","Luciara"
"95.38","Itaúba"
"123.52","Alto Paraíso de Goiás"
"77.77","Ribeirãozinho"
"98.17","Poxoréo"
"117.56","Nortelândia"
"75.55","Amorinópolis"
"100.92","São José do Xingu"
"93.18","Novo Horizonte do Norte"
"111.66","Peixoto de Azevedo"
"64.44","Glória D'Oeste"
"135.00","Santa Cruz do Xingu"
"79.03","Nova Guarita"
"156.00","Novo Santo Antônio"
"111.76","Terra Nova do Norte"
"96.29","Salto do Céu"
"78.94","Porto dos Gaúchos"
"163.15","Itanhangá"
"151.40","Tabaporã"
"108.13","Vera"
"99.39","Tapurah"
"122.92","Nova Canaã do Norte"
"79.79","Novo São Joaquim"
"98.12","Acreúna"
"126.15","Alto Horizonte"
"98.18","Nova Xavantina"
"111.11","Novo Mundo"
"102.48","Guarantã do Norte"
"133.55","Paranatinga"
"110.34","Porto Estrela"
"63.47","Marcelândia"
"58.78","São Félix do Araguaia"
"122.81","Juara"
"113.65","Lucas do Rio Verde"
"115.78","Reserva do Cabaçal"
"99.54","Querência"
"173.07","Planalto da Serra"
"95.00","Indiavaí"
"157.02","Juscimeira"
"92.36","São José do Rio Claro"
"95.92","Tangará da Serra"
"127.45","Abadia de Goiás"
"104.41","Paranaíta"
"112.53","Sinop"
"147.61","Santa Rita do Trivelato"
"63.55","Santa Terezinha"
"89.75","Nova Olímpia"
"100.00","Santa Carmem"
"122.97","Santo Antônio do Leverger"
"160.00","Amaralina"
"125.56","Matupá"
"92.76","Porto Alegre do Norte"
"102.75","Jaciara"
"116.00","São José do Povo"
"165.07","Ipiranga do Norte"
"119.65","Nobres"
"112.50","São Pedro da Cipa"
"153.33","Água Fria de Goiás"
"100.80","Guiratinga"
"48.14","Adelândia"
"48.83","Nova Nazaré"
"100.49","Rosário Oeste"
"89.65","Tesouro"
"109.49","Vila Bela da Santíssima Trindade"
"136.95","União do Sul"
"79.53","Jauru"
"125.21","Nossa Senhora do Livramento"
"80.00","Nova Santa Helena"
"106.97","Rondolândia"
"90.90","São José dos Quatro Marcos"
"119.00","Nova Monte Verde"
"80.14","Juína"
"89.44","Várzea Grande"
"111.90","Torixoréu"
"104.44","Nova Brasilândia"
"117.87","Sorriso"
"97.11","Anápolis"
"105.21","Poconé"
"188.88","Nova Ubiratã"
"131.60","Itaberaí"
"132.75","Fazenda Nova"
"77.77","Corumbá de Goiás"
"107.92","Ceres"
"157.89","Aruanã"
"131.25","Guarinos"
"87.17","Caiapônia"
"130.13","Britânia"
"125.00","Aurilândia"
"101.05","Caldas Novas"
"139.13","Brazabrantes"
"127.50","Hidrolina"
"89.88","Campos Verdes"
"80.00","Buritinópolis"
"130.68","Cidade Ocidental"
"122.85","Heitoraí"
"88.13","Aporé"
"75.00","Cachoeira Dourada"
"210.71","Campestre de Goiás"
"168.42","Campo Limpo de Goiás"
"116.32","Cachoeira Alta"
"118.75","Estrela do Norte"
"112.50","Damolândia"
"59.37","Itarumã"
"141.25","Corumbaíba"
"110.71","Aparecida do Rio Doce"
"104.34","Ivolândia"
"95.48","Goiatuba"
"154.28","Guarani de Goiás"
"97.59","Catalão"
"177.50","Itajá"
"205.66","Campo Alegre de Goiás"
"103.77","Castelândia"
"98.54","Itumbiara"
"195.65","Edealina"
"77.88","Itapaci"
"112.50","Itaguaru"
"115.15","Ipiranga de Goiás"
"87.28","Doverlândia"
"98.21","Cavalcante"
"85.80","Caçu"
"109.09","Bonópolis"
"193.75","Itapirapuã"
"130.54","Aparecida de Goiânia"
"107.24","Iporá"
"92.30","Cromínia"
"76.47","Diorama"
"121.73","Israelândia"
"97.43","Inhumas"
"81.25","Cumari"
"70.63","Iaciara"
"105.34","Edéia"
"108.09","Campos Belos"
"93.02","Aragarças"
"120.00","Guaraíta"
"126.00","Barro Alto"
"111.64","Goianésia"
"113.54","Carmo do Rio Verde"
"85.53","Goiás"
"93.93","Avelinópolis"
"110.00","Anhanguera"
"122.59","Guapó"
"104.16","Araguapaz"
"111.76","Cezarina"
"125.00","Itaguari"
"96.11","Jaraguá"
"70.58","Baliza"
"141.83","Goianira"
"95.29","Anicuns"
"134.28","Campinaçu"
"99.55","Crixás"
"93.80","Hidrolândia"
"128.94","Goiandira"
"188.23","Gouvelândia"
"135.64","Bonfinópolis"
"104.73","Ipameri"
"149.72","Cocalzinho de Goiás"
"144.44","Damianópolis"
"99.67","Bela Vista de Goiás"
"112.72","Cristalina"
"111.84","Itauçu"
"125.00","Caturaí"
"91.08","Goiânia"
"95.53","Formosa"
"137.89","Cabeceiras"
"122.72","Firminópolis"
"152.08","Flores de Goiás"
"88.60","Jandaia"
"110.37","Chapadão do Céu"
"109.92","Indiara"
"128.75","Inaciolândia"
"135.48","Arenópolis"
"80.55","Formoso"
"139.84","Campinorte"
"89.65","Buriti de Goiás"
"84.44","Araçu"
"107.69","Cachoeira de Goiás"
"103.50","Buriti Alegre"
"125.00","Córrego do Ouro"
"91.22","Aragoiânia"
"123.52","Gameleira de Goiás"
"100.92","Itapuranga"
"123.07","Davinópolis"
"159.25","Caldazinha"
"169.44","Divinópolis de Goiás"
"162.79","Colinas do Sul"
"87.93","Faina"
"98.83","Bom Jardim de Goiás"
"86.11","Cristianópolis"
"157.69","Goianápolis"
"111.63","Bom Jesus de Goiás"
"110.00","Nova Aurora"
"113.63","Palmelo"
"75.43","Santa Tereza de Goiás"
"126.54","Santa Terezinha de Goiás"
"87.17","Palmeiras de Goiás"
"100.00","Santa Bárbara de Goiás"
"69.76","Santa Rosa de Goiás"
"109.37","Ouvidor"
"106.06","Nova Iguaçu de Goiás"
"104.44","Turvânia"
"76.47","Moiporá"
"114.94","Nova Glória"
"82.79","Mambaí"
"98.83","Nazário"
"90.12","São Luís de Montes Belos"
"184.61","Mairipotaba"
"176.47","Marzagão"
"97.13","Morrinhos"
"95.41","Maurilândia"
"183.33","Ouro Verde de Goiás"
"141.66","Pilar de Goiás"
"84.84","Panamá"
"104.31","Jussara"
"117.64","Montividiu do Norte"
"120.96","Santa Fé de Goiás"
"127.27","Jesúpolis"
"145.20","Santo Antônio do Descoberto"
"125.55","Nova Veneza"
"95.65","Piracanjuba"
"70.96","Sítio d'Abadia"
"121.42","Nova América"
"92.64","São Francisco de Goiás"
"94.14","Mozarlândia"
"130.00","Santa Isabel"
"78.20","Leopoldo de Bulhões"
"118.00","Matrinchã"
"93.90","Santa Rita do Araguaia"
"106.51","Uruaçu"
"91.25","Mundo Novo"
"111.05","Novo Gama"
"107.67","Senador Canedo"
"54.11","Portelândia"
"118.18","Taquaral de Goiás"
"110.97","Serranópolis"
"131.42","Rio Quente"
"117.24","Palminópolis"
"71.92","Novo Planalto"
"125.71","Nerópolis"
"104.51","Luziânia"
"100.00","Trombas"
"102.56","Orizona"
"127.19","Piranhas"
"94.11","Sanclerlândia"
"161.53","Palestina de Goiás"
"103.12","Joviânia"
"115.00","São Luíz do Norte"
"102.56","Mossâmedes"
"140.42","Teresina de Goiás"
"93.00","Rialma"
"95.41","Mara Rosa"
"110.30","Pontalina"
"86.20","Porangatu"
"190.00","Lagoa Santa"
"118.94","Terezópolis de Goiás"
"105.50","São Simão"
"220.68","Montes Claros de Goiás"
"108.18","São Miguel do Araguaia"
"85.07","Rianápolis"
"96.16","Pirenópolis"
"137.50","São João d'Aliança"
"111.94","Santo Antônio de Goiás"
"98.90","Rio Verde"
"121.15","Montividiu"
"80.30","Silvânia"
"107.85","Paraúna"
"150.00","Morro Agudo de Goiás"
"121.05","São João da Paraúna"
"109.56","Pires do Rio"
"156.25","São Patrício"
"107.69","Simolândia"
"111.36","Petrolina de Goiás"
"109.42","Planaltina"
"141.49","Quirinópolis"
"62.85","Monte Alegre de Goiás"
"152.38","Jaupaci"
"117.74","Mineiros"
"121.05","Nova Roma"
"112.99","Niquelândia"
"82.18","Posse"
"99.01","Jataí"
"104.05","Rubiataba"
"125.00","Uirapuru"
"97.31","Trindade"
"73.91","Mutunópolis"
"133.33","Três Ranchos"
"87.09","Santa Rita do Novo Destino"
"81.81","Santa Cruz de Goiás"
"106.66","Novo Brasil"
"93.50","Santa Helena de Goiás"
"90.12","Minaçu"
"74.61","Nova Crixás"
"116.21","Perolândia"
"109.25","São Miguel do Passa Quatro"
"116.51","Paranaiguara"
"122.44","Santo Antônio da Barra"
"230.00","Mimoso de Goiás"
"105.14","Padre Bernardo"
"105.63","Turvelândia"
"209.09","Professor Jamil"
"110.34","São Domingos"
"101.88","Porteirão"
"84.74","Brasília"
"91.71","Vianópolis"
"218.75","Urutaí"
"128.47","Uruana"
"119.96","Valparaíso de Goiás"
"104.80","Vicentinópolis"
"134.37","Varjão"
"158.33","Vila Propício"
"104.93","Vila Boa"
"129.09","Lagoa do Carro"
"100.00","Verdejante"
"122.33","Tacaimbó"
"107.43","São Joaquim do Monte"
"89.09","Cabixi"
"106.72","Japurá"
"157.69","Teixeirópolis"
"118.75","Candeias do Jamari"
"104.87","São Felipe D'Oeste"
"81.48","Humaitá"
"42.21","Ipixuna"
"93.98","Machadinho D'Oeste"
"77.27","Coari"
"73.10","Tarauacá"
"94.14","Caapiranga"
"103.12","Itacoatiara"
"78.71","Barcelos"
"114.60","Seringueiras"
"113.36","Alta Floresta D'Oeste"
"75.42","Fonte Boa"
"77.32","Porto Walter"
"106.74","Costa Marques"
"112.91","Porto Velho"
"118.25","Marechal Thaumaturgo"
"106.83","Cruzeiro do Sul"
"105.71","Guajará-Mirim"
"85.52","Lábrea"
"106.12","Itamarati"
"100.00","Feijó"
"77.10","Boca do Acre"
"85.88","Envira"
"106.66","Pimenteiras do Oeste"
"81.11","Guajará"
"25.14","Espigão D'Oeste"
"97.07","Amaturá"
"83.13","Cacaulândia"
"98.64","Jordão"
"109.34","Manoel Urbano"
"67.75","Jutaí"
"86.00","Primavera de Rondônia"
"114.08","Borba"
"161.90","Careiro da Várzea"
"67.28","Codajás"
"97.47","Ariquemes"
"109.84","Anori"
"89.63","Pimenta Bueno"
"104.47","São Miguel do Guaporé"
"392.20","São Francisco do Guaporé"
"104.40","Bujari"
"84.67","Ministro Andreazza"
"105.60","Porto Acre"
"90.71","Juruá"
"85.00","Parecis"
"120.00","Novo Horizonte do Oeste"
"101.13","Itapiranga"
"54.35","Campo Novo de Rondônia"
"147.05","Castanheiras"
"90.78","Sena Madureira"
"82.77","Alvarães"
"212.82","Itapuã do Oeste"
"130.88","Buritis"
"101.03","Vale do Paraíso"
"76.15","Mâncio Lima"
"139.52","Plácido de Castro"
"117.69","Ji-Paraná"
"124.28","Iranduba"
"47.61","Rodrigues Alves"
"73.43","Beruri"
"96.62","Vilhena"
"112.62","Vale do Anari"
"124.89","Alvorada D'Oeste"
"66.99","Carauari"
"107.16","Epitaciolândia"
"123.23","Autazes"
"107.54","Senador Guiomard"
"61.45","Canutama"
"139.40","Cujubim"
"99.57","Monte Negro"
"91.25","Jaru"
"93.04","Santa Luzia D'Oeste"
"112.29","Corumbiara"
"99.14","Apuí"
"101.42","Rio Branco"
"103.82","Brasiléia"
"112.65","Governador Jorge Teixeira"
"116.58","Cerejeiras"
"60.71","Assis Brasil"
"90.69","Benjamin Constant"
"106.29","Acrelândia"
"105.72","Xapuri"
"96.73","Cacoal"
"103.96","Alto Alegre dos Parecis"
"100.64","Theobroma"
"98.69","Nova Mamoré"
"87.67","Santa Rosa do Purus"
"90.89","Manaus"
"128.48","Careiro"
"114.78","Nova Brasilândia D'Oeste"
"87.17","Colorado do Oeste"
"68.74","Eirunepé"
"80.58","Atalaia do Norte"
"90.35","Capixaba"
"104.82","Rolim de Moura"
"142.80","Presidente Médici"
"80.03","Barreirinha"
"92.07","Nhamundá"
"57.01","Maraã"
"99.77","Cametá"
"81.42","Mãe do Rio"
"111.29","Cumaru do Norte"
"114.12","Garrafão do Norte"
"88.64","Cachoeira do Piriá"
"72.52","Uiramutã"
"94.02","Itupiranga"
"125.43","Presidente Figueiredo"
"67.23","Urucurituba"
"98.60","Pacaraima"
"109.50","Barcarena"
"84.11","Augusto Corrêa"
"120.90","Curuá"
"106.38","Tonantins"
"102.06","Boa Vista"
"98.84","Colares"
"86.27","Afuá"
"104.54","Brejo Grande do Araguaia"
"127.07","Brasil Novo"
"82.23","Cachoeira do Arari"
"68.35","Goianésia do Pará"
"125.61","Inhangapi"
"101.13","São Sebastião do Uatumã"
"144.82","Água Azul do Norte"
"115.50","São João da Baliza"
"114.12","Silves"
"128.54","Curralinho"
"67.12","Alenquer"
"83.01","Breu Branco"
"102.14","Faro"
"100.18","Limoeiro do Ajuru"
"95.00","Abaetetuba"
"70.34","Santa Isabel do Rio Negro"
"101.90","Igarapé-Miri"
"98.62","Santo Antônio do Içá"
"107.69","Tefé"
"85.20","São Paulo de Olivença"
"79.69","Aveiro"
"116.66","Belterra"
"86.98","Bragança"
"101.48","Anapu"
"80.28","Ananindeua"
"78.85","Bagre"
"63.70","Cantá"
"95.20","Mocajuba"
"82.34","Tabatinga"
"70.53","Conceição do Araguaia"
"63.69","São Gabriel da Cachoeira"
"89.01","São Luiz"
"95.55","Parintins"
"118.81","Gurupá"
"89.36","Marabá"
"92.04","Bonito"
"64.40","Bonfim"
"101.29","Almeirim"
"93.13","Tapauá"
"94.90","Benevides"
"93.65","Normandia"
"150.27","Rio Preto da Eva"
"77.52","Novo Aripuanã"
"122.83","Caracaraí"
"85.74","Juruti"
"81.34","Chaves"
"104.38","Anajás"
"101.44","Curionópolis"
"124.01","Itaituba"
"126.86","Acará"
"86.69","Bujaru"
"108.93","Bom Jesus do Tocantins"
"65.55","Iracema"
"80.96","Jacareacanga"
"135.18","Concórdia do Pará"
"115.87","Marapanim"
"103.17","Caroebe"
"104.71","Manicoré"
"73.04","Irituia"
"40.90","Amajari"
"101.90","Altamira"
"105.78","Canaã dos Carajás"
"60.92","Novo Airão"
"79.47","Medicilândia"
"90.28","Belém"
"95.04","Aurora do Pará"
"100.00","Mucajaí"
"106.11","Baião"
"105.36","Rorainópolis"
"119.23","Bannach"
"79.58","Maués"
"97.65","Breves"
"131.29","Urucará"
"72.25","Pauini"
"91.50","Castanhal"
"136.01","Ipixuna do Pará"
"84.79","Nova Olinda do Norte"
"90.34","Maracanã"
"115.46","Igarapé-Açu"
"99.74","Capanema"
"112.08","Uarini"
"93.88","Floresta do Araguaia"
"73.70","Capitão Poço"
"122.22","Magalhães Barata"
"59.75","Melgaço"
"113.26","Eldorado do Carajás"
"89.14","Abel Figueiredo"
"75.86","Alto Alegre"
"96.12","Dom Eliseu"
"114.12","Jacundá"
"134.95","Marituba"
"104.15","Curuçá"
"56.85","Moju"
"142.52","Sapucaia"
"150.00","Aparecida do Rio Negro"
"132.43","Serra do Navio"
"74.22","Tracuateua"
"276.52","Pedra Branca do Amapari"
"117.91","Palestina do Pará"
"75.67","Salinópolis"
"88.08","Porto de Moz"
"136.36","Angico"
"99.60","São Francisco do Pará"
"84.15","Quatipuru"
"110.99","Uruará"
"81.52","Aragominas"
"44.68","Aurora do Tocantins"
"109.42","Babaçulândia"
"139.28","Prainha"
"91.86","Araguaína"
"74.88","Axixá do Tocantins"
"150.69","Ponta de Pedras"
"91.72","Novo Repartimento"
"86.81","Ananás"
"94.63","Vitória do Xingu"
"137.34","Primavera"
"97.45","Portel"
"101.12","Augustinópolis"
"85.27","Araguaçu"
"100.85","Parauapebas"
"102.74","Ulianópolis"
"83.84","São Miguel do Guamá"
"91.62","São João do Araguaia"
"124.54","Santa Luzia do Pará"
"113.26","Santarém Novo"
"90.98","Ourém"
"81.48","Pau D'Arco"
"141.17","Abreulândia"
"110.30","Arraias"
"108.26","Amapá"
"59.83","Oiapoque"
"105.16","Tailândia"
"99.65","Nova Ipixuna"
"106.67","Vigia"
"102.38","Pracuúba"
"119.65","Santana do Araguaia"
"95.69","Oriximiná"
"92.59","Araguanã"
"97.35","São Domingos do Capim"
"70.77","Rio Maria"
"117.74","Alvorada"
"129.87","Pacajá"
"174.19","Araguacema"
"164.00","Cutias"
"88.37","Barrolândia"
"81.96","Senador José Porfírio"
"90.00","Aguiarnópolis"
"174.64","Santa Cruz do Arari"
"93.32","Xinguara"
"88.15","Santa Maria do Pará"
"77.83","Óbidos"
"95.32","Monte Alegre"
"128.60","São Félix do Xingu"
"165.76","Placas"
"115.07","Paragominas"
"131.68","Tomé-Açu"
"136.77","Ourilândia do Norte"
"82.97","Bandeirantes do Tocantins"
"90.46","São Domingos do Araguaia"
"107.44","Santa Izabel do Pará"
"85.00","Oeiras do Pará"
"129.41","São João da Ponta"
"173.58","Piçarra"
"98.71","São Sebastião da Boa Vista"
"111.45","Almas"
"92.92","Soure"
"196.48","Santa Maria das Barreiras"
"122.74","Tucumã"
"92.78","Redenção"
"77.53","Peixe-Boi"
"78.48","Barra do Ouro"
"84.25","Terra Alta"
"82.07","Laranjal do Jari"
"105.00","Santo Antônio do Tauá"
"101.21","Aliança do Tocantins"
"94.96","Porto Grande"
"92.92","Macapá"
"78.28","Mazagão"
"90.94","Novo Progresso"
"61.73","Vitória do Jari"
"100.63","Santa Bárbara do Pará"
"98.22","Nova Esperança do Piriá"
"109.75","Ferreira Gomes"
"82.97","São Geraldo do Araguaia"
"88.51","São Caetano de Odivelas"
"92.54","Araguatins"
"95.83","Santarém"
"129.76","São João de Pirabas"
"96.22","Nova Timboteua"
"82.85","Arapoema"
"100.00","Bernardo Sayão"
"149.48","Rurópolis"
"79.74","Santana"
"64.24","Terra Santa"
"99.52","Calçoene"
"90.14","Tucuruí"
"116.12","Salvaterra"
"33.58","Tartarugalzinho"
"98.70","Itaubal"
"96.08","Muaná"
"88.38","Viseu"
"89.72","Trairão"
"83.74","Rondon do Pará"
"77.35","Pugmil"
"91.57","Monte do Carmo"
"151.85","Brasilândia do Tocantins"
"92.59","Luzinópolis"
"71.98","Palmas"
"106.38","Lajeado"
"123.13","Filadélfia"
"97.82","Carmolândia"
"86.44","Paraíso do Tocantins"
"128.00","Rio da Conceição"
"80.72","Novo Acordo"
"103.75","Paranã"
"97.14","Caseara"
"109.58","Rio Sono"
"205.88","Chapada de Areia"
"83.90","Dianópolis"
"114.54","Cristalândia"
"123.52","Crixás do Tocantins"
"103.88","Palmeirópolis"
"91.41","Taguatinga"
"77.92","Dueré"
"142.30","Talismã"
"112.24","Chapada da Natividade"
"106.97","Itaporã do Tocantins"
"103.73","Divinópolis do Tocantins"
"145.00","Lizarda"
"90.90","Oliveira de Fátima"
"96.05","Natividade"
"105.00","Santa Rosa do Tocantins"
"93.28","Guaraí"
"64.11","Tocantínia"
"65.26","Itaguatins"
"105.60","Pedro Afonso"
"89.28","Sucupira"
"148.14","São Félix do Tocantins"
"154.54","Lavandeira"
"98.38","Formoso do Araguaia"
"79.67","Darcinópolis"
"105.88","Monte Santo do Tocantins"
"158.97","Jaú do Tocantins"
"108.00","Ipueiras"
"72.25","Esperantina"
"109.21","São Sebastião do Tocantins"
"62.22","Palmeirante"
"104.91","Itacajá"
"77.50","Recursolândia"
"95.94","Figueirópolis"
"96.36","Fátima"
"103.38","Gurupi"
"159.82","São Miguel do Tocantins"
"140.90","Pau D'Arco"
"78.80","Peixe"
"92.00","Marianópolis do Tocantins"
"130.55","Cachoeirinha"
"114.10","Palmeiras do Tocantins"
"140.00","Sandolândia"
"60.07","Goiatins"
"107.45","Sítio Novo do Tocantins"
"105.35","Goianorte"
"117.64","Piraquê"
"70.00","Porto Alegre do Tocantins"
"172.72","Campos Lindos"
"121.42","Novo Alegre"
"110.52","Praia Norte"
"68.56","Tocantinópolis"
"86.51","Carrasco Bonito"
"95.58","Ponte Alta do Bom Jesus"
"102.56","Dois Irmãos do Tocantins"
"114.28","Pium"
"85.41","Cariri do Tocantins"
"101.62","Ponte Alta do Tocantins"
"76.74","Centenário"
"74.62","Nazaré"
"80.48","Taipas do Tocantins"
"110.52","Nova Olinda"
"71.42","São Salvador do Tocantins"
"114.81","São Bento do Tocantins"
"85.11","Colméia"
"105.40","Conceição do Tocantins"
"91.37","Buriti do Tocantins"
"91.83","Maurilândia do Tocantins"
"73.65","Lagoa da Confusão"
"88.60","Sampaio"
"127.08","Presidente Kennedy"
"57.69","Novo Jardim"
"103.91","Miranorte"
"98.61","Pindorama do Tocantins"
"80.88","Muricilândia"
"91.08","Porto Nacional"
"89.12","Colinas do Tocantins"
"98.98","Miracema do Tocantins"
"92.85","São Valério"
"121.05","Nova Rosalândia"
"90.41","Combinado"
"84.93","Couto Magalhães"
"111.11","Santa Terezinha do Tocantins"
"81.25","Riachinho"
"77.50","Rio dos Bois"
"94.02","Bom Jesus do Tocantins"
"87.80","Juarina"
"96.29","Brejinho de Nazaré"
"84.00","Santa Rita do Tocantins"
"86.66","Lagoa do Tocantins"
"76.36","Santa Maria do Tocantins"
"62.80","Silvanópolis"
"150.00","Santa Tereza do Tocantins"
"83.63","Mateiros"
"125.37","Pequizeiro"
"151.16","Itapiratins"
"95.89","Santa Fé do Araguaia"
"116.27","Fortaleza do Tabocão"
"154.52","Itinga do Maranhão"
"95.73","Cândido Mendes"
"93.33","Tupirama"
"108.40","Carutapera"
"74.71","Boa Vista do Gurupi"
"105.81","Estreito"
"134.92","Governador Edison Lobão"
"122.80","Lajeado Novo"
"77.50","Wanderlândia"
"75.84","Governador Eugênio Barros"
"104.95","Dom Pedro"
"121.31","Itaipava do Grajaú"
"110.97","Brejo"
"133.33","Davinópolis"
"103.27","Cururupu"
"129.41","Buritirana"
"99.58","Imperatriz"
"96.71","Buriti"
"90.81","Água Doce do Maranhão"
"158.67","Cajapió"
"110.37","Bacabal"
"124.00","Graça Aranha"
"68.67","Igarapé do Meio"
"103.60","Lagoa Grande do Maranhão"
"98.10","Arari"
"102.31","Itapecuru Mirim"
"86.40","Loreto"
"98.10","Coroatá"
"97.69","Duque Bacelar"
"76.12","Icatu"
"106.10","Colinas"
"91.95","Bacurituba"
"93.51","Anajatuba"
"112.11","Centro Novo do Maranhão"
"122.17","Joselândia"
"101.62","Alcântara"
"141.77","Benedito Leite"
"111.58","Jenipapo dos Vieiras"
"74.77","Bom Jardim"
"95.86","Caxias"
"134.85","Bela Vista do Maranhão"
"115.20","Formosa da Serra Negra"
"174.25","Guimarães"
"103.93","Balsas"
"121.37","Amapá do Maranhão"
"75.07","Fortuna"
"131.73","Altamira do Maranhão"
"105.40","Amarante do Maranhão"
"65.85","Fortaleza dos Nogueiras"
"100.00","Belágua"
"104.70","Araguanã"
"109.84","Bacabeira"
"77.84","Brejo de Areia"
"106.79","Anapurus"
"106.75","Chapadinha"
"94.26","Governador Luiz Rocha"
"69.00","Arame"
"106.44","Coelho Neto"
"92.02","Bom Jesus das Selvas"
"84.45","Xambioá"
"106.96","Lagoa do Mato"
"119.17","Afonso Cunha"
"166.29","Bom Lugar"
"101.74","Açailândia"
"89.57","Governador Archer"
"94.17","Esperantinópolis"
"108.10","Governador Nunes Freire"
"101.98","João Lisboa"
"126.20","Cachoeira Grande"
"122.95","Campestre do Maranhão"
"84.63","Bequimão"
"111.81","Lago dos Rodrigues"
"116.26","Junco do Maranhão"
"100.44","Grajaú"
"79.74","Jatobá"
"96.55","Tupiratins"
"119.52","Gonçalves Dias"
"82.49","Bacuri"
"91.47","Buriti Bravo"
"112.99","Axixá"
"95.98","Humberto de Campos"
"90.02","Alto Alegre do Maranhão"
"135.27","Conceição do Lago-Açu"
"111.64","Lago da Pedra"
"103.57","Lago do Junco"
"149.23","Centro do Guilherme"
"125.61","Carolina"
"129.80","Apicum-Açu"
"85.94","Barreirinhas"
"86.47","Governador Newton Bello"
"95.57","Barra do Corda"
"109.30","Feira Nova do Maranhão"
"59.81","Lago Verde"
"125.40","Cantanhede"
"97.57","Capinzal do Norte"
"121.85","Araioses"
"126.12","Lima Campos"
"83.21","Codó"
"119.69","Cajari"
"76.60","Alto Parnaíba"
"134.44","Alto Alegre do Pindaré"
"86.51","Central do Maranhão"
"110.89","Buriticupu"
"178.78","Fernando Falcão"
"114.39","Barão de Grajaú"
"100.72","Cedral"
"131.39","Bernardo do Mearim"
"99.65","Aldeias Altas"
"128.37","Godofredo Viana"
"106.18","Igarapé Grande"
"103.22","Cidelândia"
"109.05","Zé Doca"
"102.32","Serrano do Maranhão"
"91.69","Urbano Santos"
"99.18","Santo Antônio dos Lopes"
"74.80","Pirapemas"
"147.57","Ribamar Fiquene"
"105.21","Paulino Neves"
"131.91","São Félix de Balsas"
"115.15","São Raimundo do Doca Bezerra"
"118.49","São Francisco do Brejão"
"98.63","Pastos Bons"
"157.14","Luís Domingues"
"102.82","Santa Rita"
"107.60","Porto Rico do Maranhão"
"95.91","Pinheiro"
"108.87","São Francisco do Maranhão"
"114.83","Santa Luzia do Paruá"
"89.35","São Mateus do Maranhão"
"93.24","Nova Olinda do Maranhão"
"112.59","São João do Soter"
"88.12","Olinda Nova do Maranhão"
"73.37","Morros"
"96.12","Tuntum"
"78.57","Mirinzal"
"94.30","Peritoró"
"62.90","Peri Mirim"
"101.82","Vila Nova dos Martírios"
"92.46","São Raimundo das Mangabeiras"
"172.95","Senador Alexandre Costa"
"72.77","São João do Paraíso"
"100.48","São Luís Gonzaga do Maranhão"
"141.17","Tasso Fragoso"
"97.22","São Domingos do Maranhão"
"121.81","São Pedro dos Crentes"
"118.21","Penalva"
"110.37","Montes Altos"
"102.13","São João do Carú"
"92.13","Sucupira do Riachão"
"134.65","Rosário"
"123.52","Mata Roma"
"73.74","Senador La Rocque"
"120.25","Pedreiras"
"80.93","Riachão"
"91.22","Olho d'Água das Cunhãs"
"121.92","Milagres do Maranhão"
"92.26","Timon"
"122.88","Presidente Dutra"
"397.28","Santa Helena"
"109.46","Santa Luzia"
"103.75","São Bernardo"
"75.87","São Benedito do Rio Preto"
"140.67","Turiaçu"
"88.13","Mirador"
"100.81","São Luís"
"75.21","Poção de Pedras"
"128.70","Presidente Vargas"
"144.60","Presidente Juscelino"
"83.33","Trizidela do Vale"
"149.40","Santana do Maranhão"
"115.09","Sambaíba"
"104.67","Sítio Novo"
"135.41","Presidente Médici"
"84.26","Pedro do Rosário"
"103.84","Tufilândia"
"78.83","Pindaré-Mirim"
"125.94","Vargem Grande"
"118.21","Nina Rodrigues"
"98.73","Matinha"
"93.16","Paraibano"
"100.47","Paço do Lumiar"
"84.02","Vitória do Mearim"
"110.71","Sucupira do Norte"
"113.56","Turilândia"
"77.91","São Pedro da Água Branca"
"77.66","Acauã"
"102.01","São José de Ribamar"
"95.30","Tutóia"
"106.74","São João Batista"
"103.71","Santa Inês"
"117.89","Raposa"
"78.99","Paulo Ramos"
"99.15","São Bento"
"123.60","Santa Quitéria do Maranhão"
"93.04","Vitorino Freire"
"72.45","Timbiras"
"229.72","Matões do Norte"
"93.97","Nova Iorque"
"129.46","Santa Filomena do Maranhão"
"111.39","Porto Franco"
"158.33","Marajá do Sena"
"113.19","Parnarama"
"148.10","Palmeirândia"
